regstat6;regstat2;regstat14
5363.2;1154.9;3568.6
2814.4;1561.1;1453
2249.1;1591.3;2942.3
3733.8;2640.9;4777.7
1304;1320.1;1356.8
2457.4;2822.7;3343.3
1957;4191.1;8467.8
3713;794.9;365.9
2243.9;1140.5;3153.4
2214.2;1800.9;3265.6
5502.8;1428.5;2700.7
2820.1;1252.6;1673.3
2261.6;2523.8;3302.7
3549.8;1178.4;2901.2
1238.6;711.1;2091.2
2377;2679.3;1789.5
1753.7;3981.1;936.5
1508.4;1035.3;3369.9
3130.4;1822.2;4923.6
2236.5;1111.1;3592.5
3384.6;1075.8;3615.1
2100.1;2504.7;2292.4
3675.8;2088.1;3036.4
2618.3;2765.4;3456.5
2086.8;3651.1;832.9
4847.9;995.8;3308.4
1176.3;1802.2;2267.5
2333.8;1056.5;733.9
1901.1;1328.4;2659.7
1399.3;2406.7;1278.3
2798.2;961.5;3192.1
2450.6;1283.7;693.8
1806.6;1938;3266.2
1321.5;2934.6;1093.7
1898.9;3154.5;3132.1
3465.7;956.2;3611.6
1094.2;999.7;1818.2
5215.4;1356.5;7190.7
3611.8;2587.5;2978.8
2522.2;857.1;2366.7
3333.2;1401.5;2675.9
5797.2;1153.7;11719.4
3291.1;1798.2;2536.7
2330.9;1442.9;2109.3
3564.8;2943.3;2211.6
2978.9;2807.7;4120.2
1119.2;594;2916.7
2742.1;905.6;3193.7
1867.7;1108;4473.5
1245.3;2987.5;6130.1
1808;1476.6;2990.5
3312.7;1580.3;1709.2
5581.4;836.8;6650.3
2525.2;1185.6;1816.1
4307.4;1686.8;3988.7
2888.6;1468.2;3807.7
1157.4;3067.5;2082.5
2948.2;882.4;3364.7
1635.5;1062.1;3274.6
1251.4;3158.4;3612.7
1806.4;1267.3;1460.1
3282.8;1541.8;3459.4
2930.8;786.3;607.5
1570.6;1444.6;4174.7
5354.9;1554.4;4797.4
2493.6;1035.5;1555.4
4335.4;1273.3;3654
3237.6;2936;2313.7
1111.1;816.7;3098.9
2825.1;2699.9;1367.7
1634.7;991;4179.9
1451;1264.2;8116.6
2044.1;1450;3306.3
3268.3;708;2638.7
2850.6;1782.9;804.3
1486.5;1624.8;1799.2
2898.5;932.1;3347.7
5341.3;1143.4;2527.1
2381.2;3055.4;2041.7
3592.4;797;1943
1098.3;791.8;3450.4
2845.4;1341.8;3487.5
1709.2;1338.2;4408.1
1260.7;680.7;503.9
1930.9;1500.9;3612
3242.9;1656.5;826.6
2862.4;700;2378.8
1346.1;991.8;636.5
2821.6;1009.7;3003.2
997.7;1489.8;944.2
3232.5;2295.6;3413.6
2142.8;1214.9;2988.8
3964.4;1172.6;2390.1
1080.4;659.2;6095.8
2746.7;1701.9;699.7
884.5;1547.7;2585.4
3315.4;1152.6;3329.9
2712.8;1809.6;737.5
1268.6;1843.3;3345.6
1129.1;2875.9;2961.2
2800.4;1217.7;537.8
2319.1;1109.4;4900.3
3564.2;1733.9;641.8
1013.2;1417.4;576.5
2576.8;1126;676.8
3934.8;2132.9;2348.7
1216.4;1701.6;2351.2
2505;1931.4;2514.4
1036.9;650.7;2060.8
2792.2;1325.3;4277.7
2327.7;1677.4;2166.2
2026.2;1037.4;4022.4
1009.2;2232.8;3805.3
2678.4;1595.7;2741.5
4302.4;1848;3266.4
4829.1;792.6;5370.4
3054.8;2405.3;2652.3
1004.7;611.7;2619.7
2667.6;1210.9;4492.7
2260.3;1064.1;1709.8
2084.5;1583;4626.7
1725.8;904.3;4073.8
3329.1;1050.8;3986.5
996.1;2238;1998.7
2550.8;1635.6;2038.8
4336.5;1772.2;3266.6
4551.1;2626.4;3930.9
3561.8;1201.9;3630.9
2634;1470.4;947.6
2300.2;1062.1;5087
2162.2;1208.6;4814.1
1650.3;948.6;3111.1
3225.1;1563.8;3867.2
2577;2192.4;1309.1
993;2589.6;3358.4
2650.5;1166.3;4178.6
4380.7;1569;8316.7
4261.3;993.6;794.7
3281.9;1202.4;2697.1
2646.8;1039.3;1375
2210.7;1375.8;1768.5
2053.8;2148;3324.6
1561.3;2549.8;2091.8
2203;984.7;6226.3
3144.2;1129;3917.5
1879.7;1673.9;1963.5
2475.5;966.1;2272.1
970.2;1145.6;4507
2480.6;1351.5;3523.1
975.8;2157.3;853.2
3955.5;1285.4;848.4
4331.9;2359.9;3046.1
2975.8;900.8;3442.1
3193.7;1699.9;5897.3
2015.6;904;732
1906.4;1118.5;2732.4
1516.1;1362.1;3217
2071.3;2204.3;2954.3
2998.1;1373.4;4185.6
1900.3;2341.8;3126.2
2392.5;1308.4;858.1
753.3;891.5;1312.5
816.9;1603.6;5081.9
2511.6;1031;451.3
964.8;1296;5204.8
4195.9;2443.6;4925.1
3048.7;1183.3;469.8
2642;2385.8;1184.4
2172.9;1428;2410.5
1888.3;820.5;2745.2
1490.6;1527.4;648.1
2078.4;1668.2;956.9
3154.2;1005.4;3735.7
1838;2524.9;1203.1
2359.3;1181.5;3332.2
647.6;1280.4;1658.3
2382.1;2711;3621.5
3428.7;1593.6;6064.9
3199.4;762.7;2574.8
2976.7;1455.7;3021.4
2331;1042.3;5281.5
1459.2;2001.9;4391.5
1942.2;2501.2;2701.9
1983.5;797.9;4523.5
3327.9;1102;1764.2
1912.3;2406.8;4018
2298;1067.1;4071.3
557.2;3142.6;1842.9
3302.8;1601;2088.7
2305.6;674.7;3268.1
1012.4;1246.5;3905.7
3667.8;1147.3;4459.2
3252.5;2287.3;642.1
2255.1;2821.1;4534.5
2838.9;919.6;4834.7
1312.1;890.4;590.1
1735.9;2418.9;4116.7
1989.1;1045.3;2616.9
4007.4;3119.4;1637.2
1986.9;1607.8;1251.1
2163.3;594.9;3106.7
2150.8;1133.7;3102.5
3020.3;1211.6;9264.3
921.1;2352.8;2654.5
2690.8;930.6;823.4
1030.5;2842.1;7167.7
3871;1925.4;3606.7
2230.3;1622.3;2552.9
2889.7;1076.2;1943.3
3077.6;2333.1;1766.1
1502.5;985.6;834.2
2119.2;2985.4;2108.6
2022.4;1565.1;4148.2
3412.3;1221.6;878
2222.7;2328.5;4527.2
2148;1175.7;2537.8
2179.1;2812.2;3360.4
2785.3;1453.5;2470.4
853.6;1688.9;6395.5
2640;988.7;4139.7
2653.6;840.9;3218.2
1267;2127.4;2910
3938;2928.2;1303.6
2328.2;1324.5;970.6
3178.1;1081.8;6058.5
3234.9;2350.6;5404.5
1434;1304.3;460.2
1805.7;2744;4446.3
4105.9;1441.8;2490.9
2197.6;958;1191.9
2182.2;2283.4;2424.4
2111.7;2595.5;625.4
802.5;2398.9;4795.4
2643.2;1415.5;1178.2
2553.1;2674.7;933.8
1211.7;1323.2;3305.1
1312.1;1838.4;5393.2
2387.9;2433.7;1626.6
3162.4;1156.6;1744.6
3301.9;900.3;2511.7
1619.7;2513.2;1861.4
2282.6;1387.5;2495
3889.7;2613.9;247.1
2146.4;2087.4;790.6
1995.5;1319.4;4469.4
2072.5;1542.6;5152.5
2675.5;1267.7;2867.6
2596.8;2279.4;4127.9
1173;836;1737.9
1233.6;228.7;2256.7
1948.2;2640;3894.2
997.7;1301.6;1887
3233.5;2873.4;2220.9
1422;672.3;4551.8
3480.3;1161.6;3248.9
1541.2;1408.1;2771.6
2305.1;2366.3;3526.8
4205.5;2403.2;4906.9
1892.3;1249.2;4602.8
2443.9;882.9;4730.5
2814.2;2801.2;2687.4
1212;1382.4;3961.1
2462.3;243.3;1540.5
1169.1;3136;2997.2
1940.4;1637.5;3152
1365.7;1040.4;8883.8
3003.6;1054.8;2572.5
2473.5;1289.1;859.3
1132;2486.6;3882.8
3262.4;2392.6;1986.2
1423.1;1213.7;2334.6
2148.1;1681.3;1774
3864.4;2524.9;893.4
1839.9;3312.4;5379.2
3086.6;1613.3;3897.6
2431.7;1374.8;4023.7
2766.6;1000.4;4195.4
2538.6;1227.4;2961.2
1088.7;2349.6;924.5
1886.3;1603.1;2508.6
1312.8;2488.1;3277.7
2914.7;3321.5;726.1
2376.7;1595.7;6459
1293;1442.4;3622.9
2614.5;1045;3882.5
1557.9;2290.8;3091.5
2082;1782.5;6197.8
3856.1;1140.5;4976.1
1905.3;2433.6;5538.1
3186.8;3085.5;1048.8
2421.4;1558.9;2601.2
2623.9;1466.5;1317.2
1100.2;875.4;1916.9
2581.3;2301.9;593.3
1942.7;1607.7;1157.5
1314.8;1119.8;924.9
2669.5;2090;1685.4
2360.8;2969.2;5373.7
2635.4;1615.1;3006.9
612.6;1208.9;4527.9
1243.9;1438.7;5425.2
1451.4;814.4;3509.2
2110.6;2253.5;1754.4
1537.2;790.1;1725.2
4066.6;1511;3463.7
1913.1;2240.1;3281.2
3220.5;2684.7;1566.3
2408.2;1643.1;3025.1
2673.2;1228.4;2647.7
1002.6;1392.7;1821.7
2462.6;2331.8;3483.3
1857.6;751.4;2254.2
1196.5;1391.2;2087.7
2836.9;2215.9;3291.2
2374;2632;2912.4
2592.4;1575.1;4735.2
509.9;1224.8;3826.4
1383.7;1239.9;4565.7
1411.8;2406.1;2784.1
2122.3;1289;4382.2
1120.4;1065.1;4215.6
2168.6;1616.4;3395
1533.5;2116.4;1581
4147.2;2809.3;1932.9
1877.5;1221.3;3209.4
2312.5;1034.9;9722.1
3064;2298.9;2486.3
2932.8;1200.2;579
2502.3;1256.8;3086.9
1772.7;1473.8;1953.4
3456.1;2912.9;4471
2414.1;1258.3;884.3
2614.6;2217.2;1625.8
1510.7;1260.8;4322.6
1324.4;1173.9;6737.9
2007.1;1039.4;4278.4
1050.5;1332.7;4101.1
1404.5;1272.2;2871.4
4190.6;2142.9;953.9
1527.8;1156.3;3230.2
1821.5;1126.2;3905.6
2181.1;1295.6;3534.8
3007.7;1291.5;6186.6
3229.1;1794;816.6
1886.3;2151.3;605.7
2565.9;1127.3;5565.2
3711.2;1198.4;5128.3
2193.4;1370.5;5180.4
2728.4;1228.5;1057.1
1241.8;1932.6;1173.4
1921.8;1452.7;2685.5
1014.1;2326.4;1167.6
1260.4;1083.4;2477.9
3342.3;1019;868.9
1378.4;1367.6;1951.5
2225.6;1912.6;5004.2
2150.5;1362.5;3168.2
3708.6;2365.4;5002.5
3114.6;1098.2;1254.2
2845;966;5409.7
3086.3;1299.6;583.7
2211;1903.9;3419.7
1263.1;1230.1;425.4
2674.3;2322.1;3150.3
1875.2;1041.5;854.4
1168.6;1310.6;1189.3
3167.3;945.3;3146.9
1380.6;1877.8;693.7
2114.4;1166.1;3347.9
4493.3;2250.2;2642.9
2099.2;968.4;1494.2
3417.4;1296.7;1196.6
3176.7;891.4;380.2
2496.9;1835.4;2674.9
2730.7;2087.3;1635.6
4359;1240.6;1605.4
1356.6;854.3;1372.8
2063.9;1772;3796
1192.1;1751.4;3367.5
1367.6;2057.1;2343.9
3168.2;933.9;1714.6
2054.3;1213.8;591.7
4349.4;813.9;1903.4
3300.5;1686.1;4809.5
1554.9;1624.6;3411.5
1497.3;1426;4277.8
1370.5;1881.3;4231.4
2272;1163;4489.5
3196.9;732.8;3901.3
3340.3;1669.6;4199.7
2563.1;1513.8;3137.2
2400.1;1363.5;2604.4
4642.3;1736.5;2095.7
1269;1238.4;2371.1
2714.5;737.5;11679.7
1170.5;1784.9;3081.5
3909.9;1641.8;4437.4
3279.8;1507;1027.8
3309.4;1696.3;4344.5
1551.1;2172.3;4808.3
2362;1282.1;4565.3
1436.6;682.8;2915.3
2456.8;1817.1;995.1
1587.1;1763.8;4095.3
2407.9;1559.2;3968
2832.5;1602.4;3763.3
3458.1;2075.8;4696.4
2486.2;1086.5;6462.6
2859.6;1803.2;5346.8
3381.2;672.5;793.3
2668;1867.9;4676.6
2604.2;1604.8;1250.2
1502.4;1460.5;2771.2
3580.3;1989;1241
3371;924.8;694.1
3155.7;1698.2;4257.6
1589.8;1705.3;2371.5
2341.1;1537.2;1088.1
1488.1;1263.4;2142.5
3160.6;1055.1;2912.6
2592.9;2113.3;4954.3
2762.6;1659.8;4932.3
3154.9;1460.5;3133.8
3032.9;1602.6;5382.9
1977.1;1072;2944.5
1487.2;2070.1;823.4
1225.4;2766;1294.2
3430;1545;4639.9
3746.1;956.6;3337.4
3354.6;1963.4;2567
1432.6;2622.4;1080.9
2255.2;559.4;3214.1
1389.5;1527.6;4425
1810.4;1922.8;1580.8
2636.8;961.9;1434.1
756.7;1238.4;3424.3
2731;2548.7;4177.2
3054.7;2264.4;3649.4
2949.2;1553.9;2488.1
1414;2018.8;1991.2
1899.8;851.2;1682.1
3656.3;1086.5;665
4158.8;2403.3;3163.9
3308.8;2063.8;2317.2
2177.6;434.1;804.7
1325;1439.2;4114.8
1643.6;2180.4;4394
2699.1;936.4;3536.3
667.6;1963.3;3860.7
2860.8;2583.7;2212.5
3386.4;1806.1;3011.2
3078.6;1366.3;1983.7
1444.5;2069.5;2935.6
1926.3;852.3;10767.2
3887.3;927.5;2411.1
3647.4;2227.6;2536
2586.3;2428.7;4113.7
1345.5;1692;4188.6
1679.4;2198.2;969.4
566.5;1477.1;2240.5
2624.2;2005.1;4888.3
2555.2;928.3;5061.2
508.8;2141.1;4237.4
2007.5;2276.4;998.5
3429.7;1561.2;4405.6
3115.1;2056.4;4117
1804.7;454.8;5078.2
1474.8;1446.2;3511.6
4111.6;1961.2;6652.3
4369.5;2040.1;5074.1
2613.6;1510;577
1464.1;2148.1;4510.6
3083.1;1885.7;825.5
1623.6;1342.7;1237
410.9;1995;2847
2666.8;1353.4;4244.6
2416.1;2162.5;637
2324;1817.4;2595.4
2105.7;1890.2;2288.3
3579.1;312.6;1043.9
2576.5;1280.4;2971.4
2928.3;3131.2;5254.6
4354.6;1700.5;3129
2752.3;1206.1;5616.2
3770.3;2273.7;524.4
5080.4;1824;2945.3
1381.9;1759.8;3741.1
2913.1;439.1;1181.9
1612.5;1254.7;5194.8
2733.2;2742.8;2716.8
2398.7;2550.6;5711.7
2219.1;1191.2;2477.1
2099.3;1709;2358.7
2229.2;1232.1;1689.1
1986.6;1603.4;2637.8
3411.4;1152.2;1722
2636.9;383.1;1436.8
2521.7;1850.1;3322
2400.9;2376;4529.2
2646.6;2021;2687.4
3671.8;1115.4;3908.5
4421.6;1317.4;2068.5
5015.4;1512.3;2006.9
1266.4;970.4;3029.3
2697.5;1032.7;627.2
1502.1;268.1;1475.1
2678.5;1816.4;3078.5
2241.6;1729.8;1062.7
2111.1;2918.5;2332.5
2189.7;1096.7;927.8
3557.1;1353.6;3229.9
1897.2;1471.1;1941.7
2611.5;944.2;1345
1507.3;1872.4;1247.4
1962.3;1794.4;303.3
2705.3;1742.2;4092.4
1604.7;2302.3;3028.6
2458.3;1934.8;2868.8
4843.7;1033.2;3214.1
3609.8;1282.4;10359.2
4744.5;1565.1;2816.7
2690.8;907.7;3975.8
1915.2;1086;4118.1
2726.2;931.6;2213.8
2265.2;1808.2;1031.9
240.2;1643.8;5310.7
2275.3;2225.6;3888.1
1768.6;956.6;4620.5
3383.9;1196.3;1026.3
2517.6;1876.7;5464.6
1665.3;1414.8;5335.1
2225.8;1097.7;3498.6
1555.5;1716.8;2354.6
2504.5;1727.3;6709.8
3584.3;1362;5032.2
3787.3;2198.7;1250.7
4734;1145.1;4809.6
2265.3;874.2;2859
1783;1738.9;4091.8
2753.6;1313.7;886.6
3077.7;1355.6;2408.1
1975.4;1086.5;2300.4
1752.9;1630.3;3098.7
4168.9;2102.5;2864.3
1766.9;1090.2;322.1
2016.5;1715.7;5085.5
4312.2;862.1;2502
3624;1289.8;2522.3
4424.5;1268.9;6190.3
2217.8;1237.7;1106.4
1681.9;1490.1;2953.8
2776;1928.8;3401
3099.3;1696.8;2683.2
2034.8;810.9;5259.8
1758.1;1207.4;3455
4677.3;1160.7;1573.6
1908.2;1367.9;1575.1
1008;1364.6;2609.3
1943.4;612.7;4301.8
3919.3;2050.8;991.6
3942.7;1719.2;1421.2
4595.7;775.5;2901.8
2744.1;1184.7;3280
1725;1110.6;1824.1
2722.7;1294.7;4191.2
3129;1222.9;4013.9
1962.8;1113.6;2098.3
1914.4;2037.4;1599.6
4786.3;1649.3;625.9
1895.2;744.4;3034.1
2075.7;1124.9;3089.9
4613.1;1099;3012
1912.5;1219.1;952.3
4450.2;1419.4;1244.4
2625.3;1683;2657.6
4784.2;1455.3;2364.7
1552.8;691;1856.7
3036.5;1092;3085.6
2925.6;1023.6;2567.1
1928.4;1246.4;4175.2
1840.2;1523.3;1362.1
4967.1;674.8;3372.5
1984.2;1546.5;1620.7
2210.8;1502.1;1316.1
4515.1;684.6;1502.8
1816.2;1057.6;3217.1
2035.5;1019.9;954.9
4168.4;2233.5;1228.4
2278.4;1213.7;1691.1
1571.1;1608.6;2434.4
3047.1;1586.1;639.6
2637.8;1421.9;10222.2
2191.5;1191.6;4227.8
1690.5;619.5;3776.7
4315.9;983.2;2443.4
2321.3;2269.5;7332.9
2557.3;981.5;4235.4
2090.3;1145.2;1041.3
5042.8;1748.7;4943.6
1729.4;1717;1029.8
1657.5;1345.3;4484.3
2260.1;1092.4;2870.5
1881.1;582.5;2392
3942.1;2049.7;6340.9
2338.6;917.5;1396.6
4700.2;953.6;7063.9
1610.7;1103.1;2908.7
2841.4;1677.6;5061.8
2385;1728.1;4026.5
2154.6;1155.8;2593.9
1571.3;713.2;2398.9
5014.6;939;913.3
2513.7;540.7;3072
2101;1893.1;3333
1825.5;786.4;1114
4912.6;893.6;1968.4
2098.3;1031;5336.8
1770.1;1607.4;6264.6
4746.5;1749.6;2988.3
1572.9;783.3;4497.2
2993.5;1879.1;2487.9
2360.6;847.2;1124.6
2130.6;846.1;2746.3
1616.3;1498;611.1
2013.8;952;3936.7
3878.9;1667.8;5802.6
3114.2;550.9;1614.6
1782.5;775;1017
4767.3;1569.2;3995.5
2076.2;899.5;3442.8
1707.1;1560.8;2942.3
2118.8;1015.4;2066.3
1585.8;1670.3;4068.1
2835.3;818.6;3824.6
2087.5;1681.8;2096.1
1685.7;1665;1561
2150.1;872.3;544.9
4277;1644.8;2717.1
3374;799.4;3088.1
1630;1858.3;902.6
4970.7;1676.9;1267.1
1984.2;370;2439
1668.4;1573.8;4091.7
1984.1;1975.6;1839
2432.2;1664;5464
2663.9;296.8;3506.9
2884.1;1633.4;2622
1626.5;1474.8;1388
2045.3;1859.1;1563.2
1735.6;1690.4;3658.6
3837.1;1564.8;889.4
2973;1394.2;3163
1824;1251.8;4189.5
4740.1;1103;1110
2364.7;1661.2;3090.6
1611.7;1669.3;1631
1812;1518.2;1581.3
2276.6;1544;1649.6
4391.2;1185.1;946.5
2522.5;1140.4;2386.8
2760.3;910.7;3868.7
1664.9;1511.8;1994.6
2112.6;1639.4;624.3
1719.7;1508.3;987.3
3288.9;1546.8;1339
2978.2;1169;1904.9
2018.7;795.5;4500.9
4407.1;1346.7;2527.1
2608;1745.1;3788.8
1639.5;1480.2;6789.5
2281.4;1545.5;1153.7
2424.8;1070.5;4890.4
4248.9;1557.4;4656.6
2746.6;1730.8;3054.2
4261.3;1462.7;5719.4
2260.7;1549.9;2708.1
1626.5;1811.8;4160.2
3456.1;1433.5;1197.8
3087.1;1625.4;6336.2
1994.9;1404.7;3483.9
1629.8;1538.7;655.2
4283;1514.1;2979.4
1608.1;737.8;3948.6
2586.1;1819.7;2211.8
2007.5;1463.6;732.9
2209;1588.2;3638.3
4445.7;1404.5;3058.1
2227.8;818.4;388.6
2475.2;1490.9;955.8
4281.2;1470.4;5441.9
1744.8;1412.7;6838.4
1671.2;1778.1;917.6
2702.2;1523.3;876.3
1853.3;1389.5;3307.4
1970.9;1392.8;3454
4732.6;1491.8;2472.7
1644.9;1493.5;2679.9
1991.9;1434.3;1825.1
1885.5;1446.3;1279.8
2102.9;1338.8;1666.5
4572.2;1359.7;6082.8
2317.4;1408.5;1111.5
2552.5;1494.3;3020.1
4241.9;1458;3995.3
1840.2;1294.6;3186.9
1595.2;1321;3863.7
1661.8;1252.9;4274.4
1703.7;1496.4;3722.6
2858;1483.1;1666
1851.2;1303.8;2169.1
1706.9;1265.8;3689.2
1956.8;1308.3;809.2
1907.7;1373.2;592.4
2097.5;1477.4;3050.3
2890;1572.6;1293
4575.9;1218.8;3452.2
2730.9;1261.1;883.9
3932.4;1430.5;488.9
1815.8;1562.2;2424.3
1645.1;890.6;2089.7
2790;1892.2;3837.9
3155.4;1199.6;4103.4
3187.1;1322.6;2490
2086.1;1202.7;5214.5
5205.4;1715.3;5003.4
2587.8;1356.8;2205.7
1625.4;1191.1;1709.6
3000.2;1270;3475.4
1760.7;1163.6;1661.4
5048.6;1578.9;3145.6
1793.9;1231;1659.8
2188.2;1135.6;1952.4
2405.2;1237.1;960.4
1858.6;1565.8;4072.6
2545.3;1092.1;516.2
1960.3;643.5;987.1
3931;1082.5;3988
1808.4;1194.8;2168.1
1746.7;1348.4;2020
2998.9;952.5;3028.9
3307.3;1145.5;2419.3
1123;1311.6;1515.1
1559.7;797;2208.4
2027;1096.3;3811.6
