regstat2;regstat7;regstat13
807.9;1886.4;816
605.9;3413.5;8931.5
1324.3;1819.1;928.2
416.8;3651.9;6907.1
1112.8;1706;174.8
241.1;2193.2;6424.4
1722.1;2479.1;3087.5
914.9;1974;2038.7
1074.6;158.7;452.3
1311.9;1087;5720.8
1076.1;2748.2;3511
712.8;718.2;1921.3
1734.5;232.7;835.4
784.6;972.8;1147.2
1494;1332.9;445
1192.2;1133.4;1161.3
1130.6;648.4;270.3
2399.9;2570.3;459.7
1350.7;2372.7;560.2
306.2;3146.1;346.7
844.4;2875.4;187.8
568.1;2052;799.1
563.9;1670.3;2726.2
659.4;569.2;9044.8
902.9;1480.9;2856.1
364.3;1455.1;786.9
295.7;844.7;6596.6
1538.9;1806;3431.1
254.6;891.4;6123.5
1127.6;1399.1;692.5
1064.1;529.9;6006.5
2242.3;2892.8;3591.1
2297.5;989.5;503.3
2082.4;605.7;397.8
715.4;1339.1;413.2
1046.3;1215.1;1135.9
1483.8;479.7;1038.9
1518.7;419.7;6555.5
198;544.5;216.5
1945;1310.3;485.6
1187;1044;5184.5
1150;1074.1;2353.7
1118.4;2448.9;1818.7
1575;599.4;1879
1170.4;606.2;733.8
1609.6;306.3;686.4
613.9;1141.3;2711.3
1602.1;798.5;674.6
1048.9;798.9;11036.2
1326;2478.7;3244.2
522.7;565.5;1232
1262.9;1568.7;6735.5
301;3087.1;3592
418.4;2311.2;5385.8
1290.7;1908.9;6402.6
1753;2841.1;295.2
303.9;2740.6;629.4
1339.4;1075.4;6141.9
698.8;150.2;3938.4
1152.1;1597.1;796.4
1575.9;2154.2;429.9
1084.9;700.3;335.7
1164.6;1853.7;954.2
942;311.1;6520.8
390.8;2994.7;5467.2
815.1;1805.5;1008
560.3;558.6;326.4
1366;1976.8;460.6
763.5;803.9;5975.9
530.3;1268.2;10064.9
761.1;949.9;1983.5
1026.2;1356.2;548.8
322.7;2046.4;323.2
1216.8;317.7;361.1
1609.4;625.5;1280.9
950.6;2276.3;1492.4
643.4;408.2;277.5
1269.4;1675.3;163.8
1574.2;2409.3;6738.1
2567.9;2850.2;1164
680.2;3034.9;1636.6
913.7;1914.6;5406.1
1058;1620.8;11037.4
2021.7;182.4;3674.9
832;300.6;6393
801.8;754.3;577.7
172.3;503.9;6062.2
962.7;2757;168.6
1160.2;1702.6;800.5
1519.8;1283.1;345.3
504.3;2602.5;1119.2
458.8;273.4;1257.9
962.1;3679.6;8683.8
2032.2;3547.8;873.4
2284.8;2448.2;373.6
1889.6;489.1;9563.3
153.8;991.1;241.4
258.8;2900.4;8241.4
1492.4;538;5825.3
506.6;3322.8;1889.4
932.7;401.8;4014.1
1369.5;1720.2;265.3
1906.6;361.5;435
1070.5;1802.9;207.4
1035.8;335.5;1570.4
987.7;389.9;4030.9
1111;2313.8;302.9
1748.3;950.4;1024.8
1647.1;2958.5;3332
1647.1;2322.6;1604.4
1154;522.4;6567.3
498.7;1052.3;13858.9
1255.4;3650.1;3727.5
1664.2;754.6;5889.7
543.1;851.2;6230
1433.4;1926.9;6174.2
201.6;2732.5;845.5
1697.2;1338.8;1230.8
1234.6;745;312.2
169.3;1075.1;7964.3
1356.2;1281.9;1760.2
504;3335.9;3895.7
388.5;1514.3;2797
1990.5;3063.5;1444.8
1544.7;1323.2;3732.1
1034;3275.2;936.4
1570.5;746.8;1001.2
720;558.5;1140.2
1249.5;459.4;768.3
305.4;304.8;1203
491.5;1498;189.8
670.5;1305.6;420.5
473.3;2505;449.2
690.8;818.7;480.2
918.7;638.7;7067.5
210.9;1317.1;10428.3
1625.4;376.2;1438.1
1281.9;1075.9;10216.4
862.4;2624.7;3908.4
2637.2;1281.5;8538.5
569.8;1076.2;797.7
2399.1;361.8;1258.4
628;972.8;8363.9
1040.2;1339.9;1735
1417.5;2168.5;1041.5
835.6;273.9;4257
814.1;1546.4;1527.3
744.3;607.1;1954.6
1490.8;2042.9;3520.9
427.1;343.4;820
1884.3;979.7;865.9
1982.9;1972.4;255.6
2195.3;663.6;4623.3
419.6;1030.7;612.3
832.8;835.9;1156
1383.8;852.4;1034
1256.6;880.3;1496.4
815.9;1933.5;688.7
1886.7;2027.2;663.5
1322.9;2185;324
984.7;1425.3;406.6
849.8;1831;9508.9
366.4;1159.3;4252.8
1068.2;3239.9;8408.6
858.3;2586;7781
1500.4;2278.2;762.4
1690.4;330.6;1844.2
1637.6;1806.3;874.9
1000.5;663.2;4085.1
1148.4;1629.7;8872.8
1487.8;239.3;1126.8
527.5;2429.8;3491.3
1417.7;1997.6;1793
1081.2;1198.9;187.5
1587.2;1963.2;762.6
455.1;632;799.7
1381;1939.9;5683.2
1966.3;519.1;993.2
580.1;2310;1074.6
935.3;755.2;4336.8
1528.7;873.7;627.1
1105.1;1286.3;604.2
1668.4;2761;1363.7
1352.7;4014.7;168.8
1835.7;1577.4;807.4
1334.3;1892.8;823.8
448.3;586;493.9
781.2;343.9;992.5
1294;1456.7;457.6
1310.1;709.6;1008.3
1205;264.7;203
713.9;1648.9;282.5
1048.7;1212.3;213.2
204.2;2977.6;501.4
397.9;208.3;7825.9
624.5;2857.8;742.8
600.6;458.7;7856.6
893.9;4762.7;835.1
1519.5;2545.4;1985.7
1311.9;903.1;4287.1
2985.6;2967.1;8540.8
776.5;1724.6;3498.3
2403.5;1048.1;1062.1
527.9;2745.2;689.9
1332.5;430.1;289.9
573.1;272.4;950.8
758.5;2196.6;1768
818.9;934.9;5209.3
692.2;315.2;4444.7
1950.2;791.3;597.2
763;476.2;579
1093.5;2253.3;5138.8
2388.5;283.8;1019.6
2288;2387.4;798.8
1480.8;951.7;1380.4
1005.3;685.6;798.1
882.2;1012;360
711.5;1011;918.7
1969.2;220.2;1035.7
369.9;1252.9;406
1232.1;2944.9;535.7
430.7;342.7;447.2
851.9;3662.6;8098.9
853.2;1758;7822.8
1022;1319.5;770
804.2;2939;1987.7
1563.6;367;7872.3
1571.1;1937.2;1052.8
1224.4;1287.5;11106.5
250.6;1490;860.4
1553.4;505.2;1026.7
963.9;2783.2;5251
1040.7;2484.5;1741.9
1362.6;1131.8;4315.5
1466;2758.6;508.9
910.7;1024.5;5254.5
479.8;463.4;508.1
1576;1368.2;1018.8
242.7;1260.4;728.6
1707.8;2412.8;1350.8
865.3;1162.5;297.3
1382.3;649.3;236
2113.3;860.1;733.5
1635.3;2723.5;8316.6
1330.1;281.9;5219.9
1898.8;192.2;3480.2
598.4;482.3;773.5
1274;1456.6;1042.3
2655.8;2122;1154.1
1248.6;1487.2;4385.4
554.2;791.7;5211.9
1235;494.9;451.7
278.1;931.8;1643.6
1374.3;2005.7;207.9
1014.3;864.7;549.2
1171.7;2106.3;6788.7
1310.9;531.6;619.8
834;1943.1;1731.8
294.8;659.8;812
770.7;3941.8;5449.1
554.5;2737.6;1325.6
537.1;350.7;5068.3
838.2;2586.4;936.3
3392.9;1688.3;4718.5
2422;1421.4;213.7
725.5;859.4;366.8
468.6;1982;1519.7
1243.1;2690.1;761.1
1995.1;2285.2;229.6
526.1;1589.6;6380.8
690.4;1091.2;5476.8
2460.7;990.3;3714.5
2443.7;468.7;734.2
1522.2;3815.2;967.1
634.7;2828.4;5310
753.7;2155.9;520.1
1034.8;1751.8;4248.9
991.7;1667.1;979.2
1127.4;1711.1;377.5
684.6;1396.1;6814.1
2131.6;166.4;510.4
244.4;1536.9;754.9
789.4;2418.2;495.3
590;1794.4;5007.1
324.6;1585.5;5285.9
684.9;270.6;8432.1
803.8;2080.5;1303.7
1291.9;1967.2;4620.5
392.1;617.1;5520.1
1208.1;2101.3;2028.4
1622.2;1830.7;285.7
732.1;2313.3;928.7
429.3;1206.7;3185.3
1496.2;475.2;1342.7
1024;3166.2;674.5
858.3;602.6;607.3
452.9;2685.7;707.3
506.5;718.4;4663.7
1297.9;829.7;5050
902;1277.2;2050.2
1448.7;1963.2;5587.9
710.3;1610;3106.3
611;1367.9;892
687.2;3168.4;1454.9
2069.9;1999.2;10041.4
1246.2;251.7;3430.5
1486.5;675.5;2584
1920;540.6;551.5
1441.8;1642.6;394.3
1149.5;2630.2;4445.7
1787.6;3941.4;14291.8
1078.7;2480.8;313.4
2680.5;2622.1;950.1
1063.3;4581.1;6910.9
280.2;857.7;280.3
1535.5;1963.4;406.5
1064.1;418.8;186.4
1276.3;1679.5;13475.1
1830.8;1208.3;400
669.8;997;2123.6
353.4;752;6928.5
1106.6;2373.9;908.5
1445.3;370;7702.1
683.3;831.8;4350.2
538.7;1008.3;1443.5
1135.6;852.8;674.4
1830.3;2791.9;4461.9
1225.6;2095.1;395.5
656.4;1266.4;10448.8
1453.9;183.9;3369.7
1141.1;3037.1;546.7
1237;1649.5;2384.3
1491.5;223.6;334.7
815.1;2044.6;3887.5
1810.6;1298.7;832.5
1769.3;3392.7;478.4
680.2;1556.2;701.4
405.2;3014.8;316.9
2661.9;841.9;723.1
1188.1;258;316.4
1523.4;985;6851.8
2398.9;258.8;2044.3
453.3;1191.3;1553.6
1055.8;3041.5;677.9
635.1;2353.8;13926.6
2306.3;2724.2;4897.4
867;1110.6;844.1
958.5;724;9253.1
586;1276.2;637.9
681.9;2331.1;4157.4
593.8;1063.5;323.3
757;381.3;358.3
1209.8;2516.9;1218.3
1403.3;499.9;2436.5
264;1220.3;1325.8
553.9;2359.2;5122.7
774.3;651.8;1131.6
1403.6;1015.3;2465.9
1257.4;794.4;790.7
925.5;1388.9;8705.9
328.3;1942.4;644.1
773.2;2502.7;161.2
1430;1872.5;554.4
525.8;267.9;409.4
469.7;293.7;1021.6
654.2;3669.1;2058
440.1;2507;665.5
352.8;471;227.1
424.8;1382.4;940.2
1144.2;1572.1;288.8
694.1;1941.2;336.7
1454.3;886.7;6908.7
1361.7;2763.7;13426.6
1854.7;795.8;4821.7
1729.8;1472.8;2067.9
1000.9;2427.1;1402.9
942.6;2585.8;9771.3
1792.5;308.6;1700.8
940.7;1148.5;600.6
1236.2;2554.6;6930.4
2591.2;596.6;250.4
946.8;503.3;5279.4
1200.6;3412.4;2940.9
455;2086.1;405.3
473.4;4110.7;1181.9
1620.5;1668.2;7139.5
959.8;2981.3;8489.8
1327.5;1188.3;570.9
1558.8;236.8;947
1228.5;1699.2;578.7
1272.5;2016.7;944.6
1328;583.5;190.7
1133.3;1774.9;864.9
1473;265.7;641.9
708.6;670.5;229
1504.5;2796;2216.9
769.9;1854.9;1413.1
531.4;2714.2;1708.7
457.2;733.9;6564.4
571;832.1;568.5
692.6;2383.2;3291.1
653.3;1369.5;289.9
1085.4;569.8;1357.4
1219.7;191.8;7250.3
1159;418.9;948.9
1682.5;3863.1;8150.5
1424;1181;1472.7
2840.5;3292.5;6772.8
627.7;2583.8;483.8
329;1443.1;5922.6
2255.6;1215.2;211.5
1393.4;1872.9;5536.4
2229.5;1692.6;859.2
383.2;662.8;1358
573.3;1383.1;4538.5
900.1;637;1436.7
528.3;782.9;246.2
644.4;1069.3;634.6
758.1;2587.2;260.6
1194.7;1191.6;174.2
534.3;1897.3;390.5
1205;2733.1;1312.5
1716.6;4130.7;5536.3
681.6;2716.2;3558.4
1095.7;496.7;6519
1276.8;817.7;186.2
254.6;1618.6;7298.7
455.9;367.5;857.1
626.8;2813.4;1106.2
723.9;999;1279.3
1518.7;1256.6;5482
676.9;2130.7;5151.7
269.2;1114.5;1308.7
1018.3;784.9;1217.1
227;693;7891.3
196.1;2429.6;970.1
952.7;2036.4;742.1
1263.5;1942;464.1
499.4;278.1;5435.1
357.3;1695;331.3
567.2;720.8;1267.4
1513;1669.5;4335.8
252.3;1248.8;1342.4
1969.2;4294.7;688.1
2035.8;1129.3;288.3
548.1;3347.2;197.6
325.2;1030.7;192.4
1023.4;680.5;619.8
1855.5;750.6;306.5
817;3224.9;1308.3
1308.4;2314.2;6223.1
1212.9;2351.9;4523.2
2509.4;1047.5;477.8
809.5;2534.8;6755.8
1573.3;981.5;793.1
1187.6;2450.9;7625.9
1146.1;364.7;1095.1
1413.1;287.6;1235.7
1193.7;2610.4;7426.9
989.8;2008;6526
1320;274.7;1163.7
1301;733.9;5184.7
1408.3;1926.4;5890.7
449.7;977.3;932.3
573.6;2377.2;425.7
815.1;1352;566.7
643;385.9;4189.4
515.5;1920.1;5438.8
961.2;772.6;7728.4
1186.5;1301.4;810
1223.2;1924.5;1072.7
1563.8;5428.8;618.3
2401.4;413.7;156.4
597.8;1950.1;634.4
811.2;1377.6;1393.4
1283.1;495.5;260.7
1141.2;371.4;336.8
1348;1414.8;276
2770.1;306.6;322
1942.2;738;6434.8
583.8;2621;1022.4
1039.2;2439.6;2729
257.8;458.5;4916.3
1918.7;182.3;722.2
864.1;2035;9629.9
317.9;3230.7;12176.6
505.6;3510.3;6028
831.2;2675.6;5132.9
705.2;1817.4;1075.2
468.2;1529.2;1100.1
582.6;1640.8;383.3
1229.8;1013;469
1172.6;2870.6;5254.5
1218.9;3370.6;8045.1
475.1;625;1931
951.9;446.4;805.5
631.6;606.8;981.5
1532.8;2416.8;3473.8
288.9;556.3;1290
387.1;528.2;836.8
559;2874.9;1880
1065.3;2994.9;521.8
688.8;3708.5;592.2
335.6;2271.1;1194.5
1448;286.9;1708.7
160.2;1634.2;313.5
1291.3;769.3;222.7
498.3;1440.7;184.6
1367.7;1300.3;156.2
1358.2;957.8;686.5
1921.9;628.9;288.5
784.9;1694.7;5745.3
1848.8;230.9;7192.1
979.1;1370.2;335.9
502.3;1015.5;10825.8
233.9;374.7;5448.9
466.3;1402.6;7825.5
1073.2;1101.7;5653.5
467.9;2471.4;231.6
181;1157;1049.2
1171.7;2107.8;1099.5
2430.9;3402.3;9920
754.2;1761.9;5368.7
1470.5;2507.5;296.9
1031.7;609.2;361.4
1039.7;1290.8;8558.5
870.7;1714.1;670.2
1390.3;1586.5;885.6
1256.4;622.7;1857.2
1289.5;4066.1;1343.8
160.3;730.2;5496.4
1251.6;2601.2;2082.7
851.7;509.9;1354.1
817.5;776.8;507.5
263;3563.8;544.3
1083;456.2;417.8
1167.3;1815.7;242.8
243.6;2601.6;1030.4
634.3;298.7;940.3
1501.6;1861.8;1612.6
2369.9;633.5;155.9
1763.9;1967.2;1433.5
327.3;1133.4;153.8
1193.5;690.1;558.2
1926.1;1595.3;1159.2
419.9;1103.2;654.3
1387.2;1631.7;12130.2
1425.4;2195.3;10800.7
1060.1;3168.5;7076
1372.7;2734.7;5483
1277.8;2461.3;5740.5
950.6;2610;2272.8
732.1;3355.9;5205.8
1264.3;2922.6;1031.7
835.3;614.9;276.2
171.6;1095.6;171.2
1005.8;951.1;9303.1
528.2;2804.6;586.8
173.3;699.8;801.2
809.8;1854.2;1053.4
432.8;2129;5474.1
209.4;1941.3;1955.1
1303;1309.4;1162.1
774.3;250.9;4848.5
514.2;1170.1;884.9
1068.2;1784;453.1
398.3;1109.6;4566.2
1071.7;2075.5;483.2
572.3;652.3;296.5
874.3;1500.3;1335.3
1452.8;371.3;1565.5
853.2;1836.5;510.5
280.6;1665.8;1672.9
319.3;3818.3;212.7
509.9;554.5;3903.4
1513.7;303.2;616.7
632.9;1368.5;5218.3
552;2877.5;10869.2
418.7;2396.7;4807.5
1163.9;370.3;11348.8
1047.4;2205.6;1011.2
1910.8;619.5;5043
1085.1;297.8;538
1814.7;1973;5609.7
1083.7;1249.6;1282.5
481.6;1449.1;994.8
395.4;422.1;1042.7
770.5;3486.2;1898.4
1406.2;3022.7;4563.1
530.8;277.6;821.5
2476.1;1044.2;1180.3
370.4;2646.6;4542.4
956.2;1621.8;390.6
958.5;1450.2;4696.1
596.6;355.7;457.6
1512.3;382.1;1467.7
823.6;649.4;496.9
1403;345.5;1486.6
1105;242.4;1696.1
606.3;2697.4;225.8
1320.3;2918.7;428.3
711.4;2119.2;258.1
895.7;381.7;347.7
964;2604.4;4085.6
1122.5;541.7;579.5
375.5;2666.3;4848
1369.1;2816.1;10791.1
2470.4;711.5;5653.1
1039.9;2828.3;485.2
905.3;1511.8;4700.8
2062.6;1452.2;1002.8
1578.7;2143.3;1927.1
1365.3;1929.7;707.4
1303;1248.9;4305.5
1549.5;1216.2;4346.7
842.5;2115.7;386
620.5;1979.4;4515.7
1222.8;217.5;325.7
813.5;2604.9;1367.6
1426.5;994.2;466.1
1566.1;2801.1;5690.1
609;2722.7;354.5
469.5;574.2;1085.5
1000.1;1297;1540.8
714;2708.2;2784.3
976.7;168.4;747.9
1059.4;1827.2;524.3
1225.4;1220.7;316.3
457.7;240.3;212.6
740.2;1863.5;1115.2
361.9;1760.6;532.7
571.3;341.1;5813
1038.8;1431.4;12748.3
1117.1;971.4;430.2
1035.4;526.4;4625.7
427.4;543;989.5
314.6;1578.6;4176.1
502.4;164.5;1922.4
827.9;789.7;8549.7
1493.4;1049.9;4561.1
779.8;441.2;312.3
1377.6;685.7;226.3
301.7;330.1;9411.8
1051;844.5;408.9
1974;1246.7;1507.4
561.8;233.6;588.8
929.6;579.8;1605.9
415.3;1199.3;507.6
1783.1;1293.8;2419.7
1371.3;2120.3;562.2
1054.5;2276.3;215.2
2460.3;1311.6;1376.9
417.6;593.3;875.4
940.2;751.4;165.8
300.5;704.2;1047
849.9;2439.4;430
1002.6;1037.8;12934
615.5;2040.4;365.7
455.3;496.4;4845.1
277.6;2351.7;972.7
1292.9;1889.8;907.2
1263.1;2328.8;10827.8
572.5;398;1014.6
1418.3;227;217.6
460;1536.3;4009.3
541.1;1837.8;568.7
854.9;610;9134.6
926.5;1038.1;4922.3
1081.8;2495.4;295
1252.3;2260.4;4980.4
681.5;3258.8;3252.3
888.5;1582.4;195.2
2411.4;613.8;1266
1928.5;2531.1;1567.6
660.5;3398.9;285.1
1822.5;3820.4;2519.1
1292.5;2971.7;1586.5
315.8;768;264.5
1533.5;587.7;1957.2
1054.7;980.5;524.3
687.5;1864.4;246.7
1467;896.3;4708.5
491.8;886.1;467.1
1565.3;668.1;917.3
867.2;1836.4;10287
895.1;2138.3;12886.4
1241.9;1060.7;869
697.4;1794.9;975
1359.3;1123.1;505.3
1132.9;1613.7;4755.4
1535.7;1777.4;6926.1
1812.5;1503.9;4795
1282.9;1377.7;3013.9
242.2;1736.4;1342.1
719.7;3557.5;1427.8
620.4;3075.6;2479.7
1012;912.4;1436.4
1227.5;569.4;691.6
311.2;261.3;363.5
1012.7;1317;1016
1167;2395.1;1800.1
1038.3;3056.1;198.7
218.1;1938.1;281.1
695;497.3;1153
266.1;1922.4;990.3
524.2;898.4;777.2
987.2;180.4;317.3
1080.3;1076.1;272.4
962.2;2974;254.9
323.2;290.3;914.3
198.2;3499.5;679.2
1461.8;991.6;10682.6
438.9;2458.5;1576.8
755;1368.9;9689.7
953.6;199.1;419.6
2062.4;521.2;907.3
934.5;528.6;878.4
386.8;677.1;11842.5
503.7;361.5;961.1
845.6;2706.9;9586.5
1354.5;2301.4;838.5
1652.2;1962.2;433.7
348.3;3821.7;2993.7
311.1;2618.9;563.7
2946.9;1753.8;501.5
1054.3;1502.9;1020.9
1107.8;1416.9;1909.7
778.8;278.5;1342.2
1119.8;629.6;2353.3
350.9;270;1267.5
671.6;2629.1;1263.7
692;236.7;621.1
379.1;1178.4;891.6
833.2;2025.8;196.7
361.4;182.3;1094.9
1372.1;394.2;1642.8
253.5;1988.3;714
505.6;1849.2;232
990.6;1748.9;9483.3
481.2;1154.3;1549
1158.2;817.4;841
894.3;2023.4;9663.1
2438.7;1109.8;380
1262.3;1168.3;864
397;460.3;9109.3
1966.2;2265.3;2922.1
1244.8;1141.7;905
958.5;1286.4;519.2
1398;2565.4;810.2
1466.7;2967.3;988.4
321.7;942;420.3
1502.9;2403.5;1876
757.3;2866.5;1335.6
532.4;1896.5;562.5
715.1;1429.5;2204.8
1446.6;990.3;884.6
445.1;1511.1;1120.9
1108;2268.2;1485.2
982.7;899.7;668.7
1275.2;2169.8;257.5
1216.3;1735.5;332.2
1630.6;1646.9;847
1372.9;2168.4;1876
592.8;1113.7;592.4
884.3;529.8;975.3
482.9;1259.4;365.3
1560.3;1495.5;2178.6
1232.6;690.6;487.3
977.4;2015.2;8285.9
1169.5;595.4;2475.9
257.8;853.2;819
972.5;622.5;1459
222.7;723.7;591.9
1552.2;1019.5;7799.8
1677.2;555.7;4722.5
1672.7;2076.5;400.2
1609.8;1997;543.5
708.8;1788.8;1524.6
461;2472.1;8096.8
1023;1612.4;1508.6
312.9;664.5;9540.8
1160.1;2544.1;3215.7
626.3;1509.9;815.7
915.1;2482;432.7
786.3;1002.3;267.7
627.7;2131.3;342.9
2048.6;451.9;868.9
369.1;3129.8;938.4
670;334.5;764.6
953;1691.7;643.3
1582.3;2428.7;11703.1
820.7;570.8;363.6
1506.6;4148.9;755.5
307.9;1205.2;861.7
2103.9;3893.6;8493.8
279.5;3012.1;1842.7
3294.3;1886.2;291.9
297.5;748.8;817.7
1104.8;825;306.9
169.1;572.9;7966.5
876.5;558.6;458.4
1127.9;1796.1;2092.7
982.4;512.7;412
250.1;1062.5;305.1
674.4;1017.7;1774.1
576.6;846.7;1429.8
716.7;970.1;328.9
288.1;631.2;2259
1539.5;1523.7;1292.6
1067.3;1563.4;695.7
730.6;1725.1;746.6
403.7;1769.6;7906.9
302.1;1442.1;1382
1243.4;3353.1;917.4
2475.7;2978;576.9
912.1;1231.1;5597.8
1504.3;2531.3;514.3
1924.5;2990.2;4498.6
1315.3;2149.9;242.4
1219;1889.3;582.8
601;883.5;8014.2
1508.5;826.1;892.1
491.3;937.5;7631.3
1318.6;3030.4;195.2
1068.5;502.9;1586.4
865.8;3299;416.2
1064.7;1420.8;751.7
449.1;2518.7;825.2
1133.1;210.7;1683.1
1507.5;1851.4;269.4
746.1;544.9;1296.5
1127.5;2622.9;675
788.3;381;2190
804.3;1877.3;1333.2
1017.8;2216.6;706.9
1729.4;1568.4;7315.7
1455.9;2666.2;4594.1
1723.6;477;4809.3
1721.4;3817.6;437.4
683.9;1127.8;641.7
765;2027.1;514.1
1337.7;277.3;271.9
920.4;1019.3;195.6
356.1;2417;5897.7
1695;2617.8;1673.6
1228.4;567.4;682.2
1105.3;2761.3;1408.6
632;1027.3;620.9
760.9;1123.8;324.7
249.1;1757;7526.4
1627.2;2331.2;598.2
1030.4;3486.7;859
1127.5;2603.6;394.1
624.4;297.1;1556.8
1683.8;3111.5;8165.8
3331.1;1823.5;2885.3
776;1210.2;1305.3
1973.2;695.6;5000.6
722.9;1559.2;4757.8
242.2;2197.2;5906.9
249.4;2142.7;239.6
951.6;2046.3;1202.1
822.9;749.4;11143.9
1032.8;1716;366.3
826.6;1769.3;679
604.2;1149.5;4065
517.2;2011.3;444.2
176.8;312.9;5821.2
590.3;471.6;977.3
964.9;830.6;5529.8
1185.7;526.8;7025.4
1239.4;1480.7;654.2
2599.1;2063.7;6493.8
1555.9;2117.9;3875.2
298.8;365.4;484.6
1833.7;730.8;846.9
173.5;715;1693.7
1257.2;332.8;842.1
616.5;3744;379.3
697.3;293.1;281.2
513.9;814.2;335.4
1502.7;2941;10555.1
1045.2;2027.3;527.9
398;2710.2;829.3
1180.1;739.4;1475.4
1052.1;2574.6;1263.5
720;1421.7;4891.3
924.5;2016.5;2770.7
1052.6;2025.5;6425.4
561;473.3;785.6
1409.1;1557.3;265.8
478.4;1445.9;1098.8
626;2068;10943.3
252.9;602.9;214.9
678.3;827.2;829.6
1099.5;1080.3;610.2
850.1;720.4;7045.8
384;594.1;597.6
1674.6;491.7;8658.9
1374.5;2274;5862.2
388.5;2114;4108.9
1814.4;2563.8;1378.6
1607;3202.5;790.8
564.7;2340.4;205.7
1225.6;1516.8;471.5
856.7;2521.8;1568.4
1596.7;1559.4;603.6
992;633;393.7
1174.4;1582.4;198.8
638.2;4122.4;231.5
781.8;417.9;214
1693.2;281.1;307.6
872.3;3010.3;265.6
2348.2;3960.1;4683.2
968.6;537.9;1216
2040.4;1174.6;1428.4
1828.9;668.6;482.4
2902.8;673.5;2299.8
301.6;1694.3;6394.9
1741;525.3;630.5
690.1;1505.8;864.3
1511.6;522;757.5
1197.4;816.2;6597.5
439.4;1808.5;1036.3
1193;1647.8;563.7
882.3;450.6;192.7
1190.6;3368.9;5783.4
1276.9;1320.4;538.3
654.1;2973.1;4388.9
1106;590.5;765.4
1125.7;893.9;410.5
577.5;1600.7;1246.1
1526.9;2693.9;559
178.2;2239;2534.3
1850.7;2492.8;732.6
3122;1173.2;295.8
686.8;2161.9;431.4
701.8;1073.5;205.4
654;2998.1;351.6
916.9;690.8;1226.9
778.4;1381;150.1
1864;3380.2;779.1
973.6;773.3;6855.1
708.9;2774.5;1475.8
535.7;1506.9;2151
2888.6;455;765
465.8;2000;598.8
1603.1;2591.2;11391.4
1153.4;2085;428
509.8;1000.5;531.9
874.3;1979;5705.9
1750.8;2984.9;1032
1107.2;350.8;11372.2
1046;968.6;175.5
1514.9;311.7;1708
1127;870.8;8457.6
916.7;3772.4;259.6
184.6;1035;356
898.6;1835.7;508.1
1054.3;2642.1;1132.4
538.5;2564.4;664.4
1033.6;412.7;1581.5
321.6;767.6;206.8
1475.1;516.5;1447.2
549.7;1725;231.7
826.6;2025.5;182.5
366;2383.9;325.1
270.3;2315.5;1269.7
1024.3;1719.7;376.4
1487.7;3019.3;7641.2
1269.9;1193.1;12883.7
301.8;2736.1;2069.7
283.3;998.8;1517.7
1477.8;1488;605.4
1777.9;1836;6220.7
1303.3;1956.5;1584.5
821.7;1604.6;5600
1521.4;2154.3;1519.2
1097.6;1748.3;495.7
691.6;720.1;6328.1
570.6;800.7;398.4
410.4;2015.9;9253.7
789.4;1396.1;8033
1608.1;1889.1;8003.5
2139.9;607.2;1714.7
459.3;2295.4;299.8
1172.2;589;519.5
2703;565.7;185.6
758.7;736.3;321.6
1139.8;3393.1;314.9
2146.3;4024.7;473.1
1164.6;3149.1;1029
2280.4;2682.7;446.2
1477.2;2663;2757.5
1763.6;2406.8;1154.5
1264.3;779.5;1443.9
1083.2;1363.6;579
388.8;2111.5;322
1027.6;1364.1;243.5
676;1469.1;278.5
785.1;1616.3;1183.2
305;1352.7;404.9
1282.4;1367.2;196.8
1265.1;514.4;384.5
921.2;848.4;10061.7
1291.7;1096.7;781.2
523.5;621.9;2470.9
2962.8;1763;533.4
598.1;1311;12280.9
548.1;1016.1;511.2
585.8;959.8;584.7
897.1;1557.1;714.3
1907.2;2218;438.6
728.4;4187.5;1501.8
908.5;4037;1445.4
1711.9;1449.2;8238.1
3202.2;2885.3;377.2
2014.7;501.5;7569.1
451.7;590.5;193.9
1126.6;602.5;425.9
1572.7;1159.6;411.6
393.2;188.2;168.4
776.6;1808.3;915.4
447.4;488.1;1338.4
892.7;367.9;2475.1
1059.2;645.9;1893.5
826.5;1158.5;524.7
1180.6;470.5;319.8
1494.4;1641.4;290.6
1030.7;4758.7;448.4
233.3;387.3;354.9
423.9;825.4;1150.2
1419.2;2380.3;1827.4
1240;2134;523.8
690.1;2267;359.6
270.7;559.5;8902.4
1504.9;3002.1;750
1704.8;1089.1;477.6
1256.2;863.6;2565.5
1084.7;843.2;556.5
1451.3;3038.1;383.9
155;1268.4;8535
1494.3;3488.1;1423.6
540.9;2552.2;7674.6
1971;1744.8;693.4
738.9;582.1;337
966.2;3103.1;347.6
1020.5;1828.1;10265.9
2578.6;2770.5;150
1207;1328.9;875.7
1414.5;2015;1220.4
907.7;703.9;354.2
871.9;930.3;264
2036.9;810.7;7826.3
1691.8;372.7;1280.3
1198.8;1760.6;2526.1
483.6;3151.7;422
1962.6;2556.2;308.7
608.4;922.5;1325.7
739.6;2676.5;1860.6
793.7;177.4;566.8
309;2936.4;286.3
1270.2;2026.7;552
2031;577.5;524.6
1363.2;475.5;745.3
350.4;1687.3;1962.9
1213.8;703.2;7229.6
1518.6;1149.7;314.2
1175.2;3490.6;3648.4
1364.1;2912.4;1286.9
